bin_name,matched_box_name,depth,X_cog,Y_cog,Z_cog,orientation
1,#22外箱,36,47.5,28.5,36,0.0
1,#35外箱,36,143.5,104.5,36,1.0
1,#9外箱,46,45.5,91.5,46,0.0
1,#9外箱,46,34.5,171.5,46,1.0
1,#18A外箱,36,37.5,28.5,72,0.0
1,#35外箱,36,143.5,104.5,72,1.0
1,#22外箱,36,47.5,85.5,82,0.0
1,#33外箱,36,23.5,172.5,82,1.0
1,#7A外箱,40,37.5,28.5,112,0.0
1,#29外箱,36,122.5,67.5,108,1.0
1,#26外箱,40,177.5,74.5,112,1.0
1,#29外箱,36,137.5,176.5,108,0.0
1,#22外箱,36,47.5,85.5,118,0.0
1,#33外箱,36,23.5,172.5,118,1.0
1,#26外箱,40,122.5,74.5,148,1.0
1,#29外箱,36,137.5,176.5,144,0.0
1,#16A外箱,32,37.5,28.5,144,0.0
1,#26外箱,40,177.5,74.5,152,1.0
1,#22外箱,36,47.5,85.5,154,0.0
1,#33外箱,36,23.5,172.5,154,1.0
1,#18A外箱,36,37.5,28.5,180,0.0
1,#22外箱,36,117.5,177.5,180,0.0
1,#13外箱,28,122.5,58.5,176,1.0
1,#29外箱,36,177.5,67.5,188,1.0
1,#16A外箱,32,37.5,85.5,186,0.0
1,#18A外箱,36,28.5,163.5,190,1.0
1,#13外箱,28,122.5,58.5,204,1.0
1,#7A外箱,40,37.5,28.5,220,0.0
1,#9外箱,46,115.5,183.5,226,0.0
1,#16A外箱,32,37.5,85.5,218,0.0
1,#18A外箱,36,178.5,37.5,224,1.0
1,#7A外箱,40,189.5,112.5,228,1.0
1,#7A外箱,40,28.5,163.5,230,1.0
1,#13外箱,28,122.5,58.5,232,1.0
2,#20外箱,26,55.5,36.5,26,0.0
2,#20外箱,26,55.5,36.5,52,0.0
